respondent,UCLA_index,Q8_disability,NeighborIndex,DiversityDiscussImportant,DiversitySupportive,Q22_marital_satn,Q46_attend_religious,Q39_caregiver,Q30_supportive_num,Q64_yrs_current_residence,Q65_relocate,ethnic,gender,household_size,income,employ,age_group,Q2_health_overall,Q27_11_parents_inperson,Q27_12_parents_email,Q27_13_parents_phone,Q27_14_parents_letters,Q27_15_parents_text,Q27_16_parents_online,Q27_17_parents_SN,Q27_21_child_inperson,Q27_22_child_email,Q27_23_child_phone,Q27_24_child_letters,Q27_25_child_text,Q27_26_child_online,Q27_27_child_SN,Q27_31_sibling_inperson,Q27_32_sibling_email,Q27_33_sibling_phone,Q27_34_sibling_letters,Q27_35_sibling_text,Q27_36_sibling_online,Q27_37_sibling_SN,Q27_41_friend_inperson,Q27_42_friend_email,Q27_43_friend_phone,Q27_44_friend_letters,Q27_45_friend_text,Q27_46_friend_online,Q27_47_friend_SN,Q28_discuss_important_matters_num,passaway_index,moveaway_index,Q38_more_less_friends,Q48_volunteer,Q50_groups,Q53_hobbies,Q77_hrs_alone,Q89_1_internet_sentiment,Q89_2_internet_sentiment,Q89_3_internet_sentiment,Q89_4_internet_sentiment,Q89_5_internet_sentiment,Q89_6_internet_sentiment,Q89_7_internet_sentiment,Q89_8_internet_sentiment,Q89_9_internet_sentiment,Q89_10_internet_sentiment,internet_sentiment_index,Q90_tradeoffs_family,Q91_tradeoffs_intimate_convo
1034,26,0,2.06538481,2,5,5,3,0,16,4,0,1,1,2,13,1,8,2,,,,,,,,3,5,5,1,5,1,1,,,,,,,,5,5,5,1,5,1,5,2,1,0,2,1,1,4,1,1,1,2,1,4,5,5,4,5,5,33,2,2
1035,65,1,-3.827981392,1,3,2,1,1,4,5,0,1,1,4,16,1,5,3,4,1,4,1,4,1,4,5,4,5,1,5,5,5,4,4,4,1,4,4,4,4,1,4,1,4,4,2,1,1,2,1,0,1,2,1,1,4,4,4,3,5,3,3,3,3,33,2,1
1036,39,0,1.370069945,1,1,0,2,0,3,2,1,2,2,2,13,1,5,2,5,3,5,1,5,2,4,,,,,,,,5,3,5,1,5,5,5,5,5,5,1,5,5,1,4,1,1,2,1,1,3,1,4,1,3,4,5,4,4,3,5,3,36,1,2
1037,41,1,0.305140713,2,4,1,3,0,20,5,0,2,1,3,19,5,6,3,,,,,,,,5,1,5,1,5,1,1,,,,,,,,3,1,4,1,1,1,5,2,0,0,2,0,1,1,1,3,3,4,2,3,3,4,3,3,4,32,1,1
1038,21,0,1.370069945,2,2,0,6,0,8,4,0,1,2,2,10,1,8,4,,,,,,,,5,5,5,4,1,4,1,4,1,4,4,1,1,1,5,5,5,3,1,4,5,8,0,0,3,0,1,3,3,5,1,2,3,5,5,5,5,3,5,39,3,2
1039,52.63157895,0,-0.348833675,1,3,0,2,0,3,2,1,2,2,2,14,1,6,2,,,,,,,,5,3,5,1,5,1,5,,,,,,,,5,3,4,5,4,1,1,1,1,0,2,0,1,2,2,5,4,3,5,5,5,5,2,5,4,43,2,2
1040,30,1,-3.827981392,2,2,0,1,0,2,4,0,1,2,3,4,6,6,2,,,,,,,,2,1,1,1,1,1,4,4,1,5,1,5,5,5,5,1,5,1,5,5,1,2,1,0,3,0,1,2,1,3,4,2,4,3,4,3,4,2,3,32,3,3
1041,59,0,-4.46944174,4,4,0,1,0,5,4,0,1,1,3,16,1,5,3,3,2,2,1,4,3,4,5,4,4,1,5,4,4,2,4,4,1,5,2,4,4,3,4,1,5,3,1,5,0,0,1,1,2,3,4,3,3,2,4,2,5,2,4,4,3,32,1,3
1042,45,0,1.370069945,3,3,4,1,1,4,5,0,1,1,2,12,1,5,4,5,3,5,3,5,1,5,,,,,,,,2,3,3,3,3,1,1,5,5,4,3,5,1,1,4,1,1,3,0,1,5,1,3,3,3,5,5,4,5,3,5,5,41,2,2
1043,60,0,1.152078482,3,1,0,6,0,1,3,1,2,2,3,8,1,5,3,5,4,5,1,5,4,4,5,4,5,1,5,4,4,1,1,1,1,1,1,1,2,3,3,3,3,4,2,3,1,1,1,1,3,3,1,4,2,2,4,3,4,3,2,2,4,30,3,
1045,29,0,0.08714925,3,4,5,1,0,10,3,2,1,1,2,21,2,5,4,5,5,4,1,5,1,4,,,,,,,,3,4,4,1,4,1,3,5,5,4,1,5,1,1,3,0,0,2,0,1,6,3,4,3,3,4,5,4,5,3,5,5,41,2,2
1046,30,0,-0.990294023,2,1,5,2,0,1,5,0,1,1,2,19,5,8,5,,,,,,,,5,5,4,1,3,1,1,4,1,4,1,1,1,1,5,5,4,1,1,1,5,2,0,0,2,1,3,5,1,2,2,2,1,5,1,4,4,5,5,31,2,2
1047,44,0,2.229521755,1,2,5,1,0,2,5,0,1,1,2,19,5,7,4,,,,,,,,3,5,5,1,5,1,4,2,3,4,1,4,1,1,4,4,1,1,3,1,3,1,0,0,1,1,2,3,3,3,4,5,4,3,4,2,5,3,3,36,2,2
1048,40,0,3.566296968,4,3,5,6,1,3,3,1,1,2,2,11,5,6,4,5,5,5,3,2,1,1,3,4,4,4,4,4,2,4,4,5,4,5,3,1,5,4,3,1,1,1,5,5,2,0,3,1,2,6,1,4,1,1,1,3,3,3,3,5,1,25,2,2
1050,27,0,2.283376273,5,5,5,6,0,15,5,0,1,2,2,17,1,7,3,3,3,4,4,4,1,3,5,5,5,3,5,4,4,3,4,4,4,5,3,3,5,4,5,3,4,3,3,8,0,0,2,0,1,5,1,4,1,4,4,4,5,5,3,5,5,40,2,2
1051,38,0,-0.990294023,1,2,5,6,0,2,5,0,1,2,2,8,5,8,4,,,,,,,,5,5,4,1,5,5,5,3,3,3,1,3,1,3,5,4,4,1,5,1,3,1,0,0,3,1,1,2,1,2,2,2,4,3,4,5,3,4,3,32,2,2
1052,39,1,1.370069945,2,3,3,2,0,10,5,0,1,1,4,14,6,6,2,,,,,,,,3,4,4,2,4,1,1,3,1,5,2,1,1,1,4,5,2,2,5,1,4,2,1,1,1,0,4,6,3,4,2,3,2,2,3,2,4,3,4,29,2,2
1053,39,0,-0.554311097,4,3,0,2,0,4,5,0,1,2,1,5,1,6,3,,,,,,,,3,1,3,1,4,2,4,5,4,5,1,5,1,1,2,1,2,1,1,1,3,6,1,0,2,0,1,7,4,4,4,4,4,5,5,4,4,5,5,44,2,2
1054,45,0,-0.990294023,4,4,4,6,0,5,5,0,2,2,2,16,1,6,3,5,1,5,1,1,5,1,5,5,5,1,5,5,1,4,1,5,1,4,1,1,4,3,4,1,4,1,5,4,1,1,2,1,1,2,1,3,1,3,1,5,4,5,2,5,3,32,2,2
1055,52,0,0.08714925,1,3,4,5,0,3,4,0,1,1,3,17,1,5,4,,,,,,,,5,1,4,1,3,2,1,,,,,,,,3,3,2,1,3,2,2,1,0,1,2,1,2,2,3,4,3,4,4,3,4,3,4,3,3,35,2,2
1056,40,0,-0.130842212,1,1,5,6,0,12,4,0,4,1,2,12,1,5,4,2,3,4,1,4,1,1,,,,,,,,2,1,3,1,1,1,1,5,4,4,1,4,1,5,8,0,1,2,1,1,2,1,3,4,2,1,2,2,4,1,2,4,25,2,2
1057,34,0,-1.63175437,1,6,5,3,0,10,5,0,1,2,2,12,5,7,1,,,,,,,,5,5,5,3,5,5,5,5,5,5,3,5,,5,5,5,5,3,5,5,1,1,2,2,1,0,1,1,2,3,3,3,3,3,4,2,3,3,3,30,3,3
1060,24,0,2.06538481,3,3,5,6,0,3,5,0,1,1,2,16,5,6,3,,,,,,,,5,5,5,3,5,5,5,2,3,3,1,3,2,3,5,5,4,1,5,5,1,3,1,0,2,0,1,7,2,2,2,4,4,4,4,4,3,4,4,35,2,2
1061,26,0,2.229521755,,,5,1,0,0,5,0,1,1,2,16,5,8,4,,,,,,,,5,5,5,1,1,1,1,3,3,4,2,1,1,1,4,4,4,1,1,1,5,,,0,2,1,1,4,1,1,4,4,1,5,1,5,1,5,5,32,2,2
1062,41,0,-0.990294023,1,2,0,6,0,8,5,0,1,1,1,12,5,8,3,,,,,,,,5,5,5,1,4,4,1,5,4,5,3,4,1,1,3,4,3,2,1,1,5,2,1,0,2,1,2,2,5,4,4,2,1,3,4,3,3,3,3,30,2,2
1063,48,0,1.370069945,2,3,5,3,0,8,5,0,1,1,2,11,1,6,3,,,,,,,,5,4,4,1,4,1,5,4,3,3,1,3,1,4,4,3,3,1,3,1,2,2,0,0,2,1,2,4,3,4,4,3,4,4,4,3,3,3,3,35,2,2
1065,33.68421053,1,1.152078482,1,2,0,2,1,4,5,0,1,1,1,9,5,8,2,,,,,,,,5,5,5,2,5,1,1,4,4,3,3,2,1,1,3,4,3,3,4,1,5,1,1,0,2,1,1,2,6,4,3,3,3,4,3,3,4,4,3,34,2,2
1066,34,0,-3.827981392,3,3,5,2,0,5,5,0,3,2,2,13,7,7,4,,,,,,,,3,4,5,1,1,5,1,1,1,2,1,1,1,1,4,1,4,1,1,1,5,3,0,0,2,0,2,4,1,4,3,2,4,5,4,3,4,5,4,38,2,2
1067,51,0,1.370069945,1,2,0,1,0,4,5,0,1,1,1,12,5,7,3,,,,,,,,4,4,5,2,1,1,5,3,1,3,3,1,1,3,5,1,5,1,1,1,3,1,2,0,1,0,1,3,5,2,3,2,3,3,4,3,3,3,3,29,3,1
1068,56,1,0.08714925,2,1,0,3,0,2,5,0,2,2,3,8,5,7,1,,,,,,,,5,3,5,1,4,4,1,5,4,4,1,4,4,2,3,3,3,1,3,4,5,3,2,0,1,0,1,1,3,2,1,1,2,4,4,4,3,5,3,29,2,1
1069,32,0,1.423924463,4,4,5,1,0,5,4,0,1,1,4,17,1,5,4,4,3,5,1,1,3,1,5,1,3,1,4,3,1,3,1,3,1,1,1,1,4,3,4,1,4,4,2,3,0,0,2,0,1,3,2,4,3,4,3,4,4,4,3,4,4,37,2,2
1070,42,0,-0.554311097,2,2,4,2,0,3,4,0,3,1,2,16,1,6,4,3,1,4,4,1,1,1,,,,,,,,,,,,,,,3,4,3,2,3,1,3,3,0,0,2,0,1,1,1,4,4,2,4,4,4,4,4,4,4,38,2,2
1071,29,0,0.510618135,1,,0,1,0,0,4,0,1,1,2,14,5,7,4,,,,,,,,,,,,,,,4,4,3,1,1,1,1,5,3,5,1,1,1,5,4,,0,2,0,2,3,2,1,1,1,1,3,3,3,2,5,5,25,2,2
1072,40,0,2.92483662,,1,0,6,0,10,5,0,4,2,3,16,5,7,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,4,2,0,1,0,2,0,1,2,1,5,5,1,5,1,5,3,3,3,5,36,2,1
1073,36,0,-2.273214717,1,1,5,2,0,3,4,0,1,1,2,21,5,7,4,,,,,,,,3,5,4,5,3,1,1,1,3,2,2,2,1,1,3,5,2,3,2,1,5,1,1,0,1,0,1,4,1,3,3,2,1,3,3,3,3,3,3,27,2,2
1074,47,1,0.292626672,3,5,0,1,0,12,3,2,1,2,1,12,5,7,2,,,,,,,,5,3,5,1,3,3,5,1,1,1,1,1,1,1,5,5,4,1,3,5,1,3,0,1,2,0,1,5,5,4,3,2,5,3,5,3,4,3,3,35,1,1
1075,34,0,2.06538481,2,3,5,1,0,3,5,0,1,1,2,16,5,7,3,,,,,,,,5,1,5,1,1,1,1,2,3,3,1,1,1,1,4,1,4,1,1,1,5,2,0,0,2,0,1,3,1,4,1,3,4,3,3,5,3,3,5,34,2,2
1078,43,0,0.510618135,2,1,0,3,0,6,1,1,1,2,2,12,1,6,5,,,,,,,,,,,,,,,3,3,3,2,4,1,4,3,3,3,2,3,1,2,3,0,0,1,0,1,2,1,3,3,3,4,3,4,3,4,4,3,34,2,2
1079,40,0,2.011530292,3,5,0,3,0,20,3,1,1,2,1,12,1,5,3,5,4,5,3,5,1,2,4,3,5,3,5,1,3,1,1,1,1,1,1,1,5,5,5,3,5,1,2,8,1,1,2,1,3,3,4,2,2,2,2,5,4,2,3,3,3,28,2,1
1080,30,0,-1.685608888,4,4,5,6,0,10,5,0,1,2,2,11,5,8,3,,,,,,,,4,5,5,4,5,1,5,5,5,5,4,5,2,5,4,5,4,3,4,1,2,4,2,0,2,0,1,5,1,4,3,3,4,5,4,5,3,3,4,38,2,2
1082,64,1,-1.262140003,1,1,0,1,0,1,5,0,1,2,1,4,6,6,3,,,,,,,,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,2,0,2,0,1,3,6,3,4,1,4,3,5,3,5,5,3,36,3,3
1083,28,0,-0.990294023,2,4,4,3,1,12,5,0,3,1,2,12,5,7,3,5,1,1,1,1,1,1,,,,,,,,3,5,3,1,4,4,1,5,5,4,1,4,2,4,4,2,2,2,1,1,2,3,5,5,1,4,3,5,3,4,3,3,36,2,2
1084,44,0,-2.273214717,4,4,5,1,1,7,4,0,1,2,2,14,5,6,3,5,5,5,2,5,1,5,5,5,5,3,5,1,5,5,5,5,3,5,1,5,4,4,4,1,4,1,2,4,1,1,2,0,1,5,2,2,1,1,2,2,2,4,4,2,2,22,2,2
1085,41,0,-0.348833675,,1,4,1,0,1,4,0,1,2,2,12,5,7,2,,,,,,,,,,,,,,,2,3,2,2,1,1,1,5,2,2,1,1,1,4,0,2,1,1,1,1,1,3,4,4,4,3,4,5,2,3,3,5,37,2,2
1086,47,0,0.510618135,4,5,4,5,1,8,4,0,1,1,3,15,1,6,5,4,1,5,1,1,1,1,3,1,4,1,5,1,1,4,3,4,3,5,1,1,4,1,3,1,4,1,5,4,0,1,2,1,3,4,2,1,1,1,1,3,1,3,3,4,4,22,2,2
1087,45,0,0.946601061,2,2,0,3,0,5,4,0,1,2,1,7,1,7,3,,,,,,,,5,5,5,1,4,1,5,4,1,4,1,3,1,4,5,1,5,1,1,1,2,5,1,0,2,0,1,2,5,5,4,1,5,3,3,5,4,1,5,36,2,2
1088,39,0,1.370069945,3,3,4,4,0,7,4,0,1,1,2,20,1,6,3,,,,,,,,,,,,,,,3,4,4,3,4,1,1,5,5,5,3,5,1,3,5,0,0,2,1,2,2,2,3,2,2,2,3,4,4,4,2,5,31,2,3
1089,71,1,-2.273214717,1,,0,1,0,0,3,1,1,1,1,6,5,6,1,,,,,,,,,,,,,,,2,1,3,2,1,1,1,1,1,1,1,1,4,2,1,,0,2,0,1,2,6,1,2,5,2,5,1,5,3,3,5,32,2,2
1090,29,1,2.011530292,4,4,5,1,0,7,2,2,1,2,2,13,5,7,3,,,,,,,,4,4,2,1,4,1,5,5,5,5,1,5,1,1,5,5,4,1,5,3,3,7,0,1,3,1,2,2,1,3,2,3,4,5,4,5,4,4,5,39,3,2
1091,52,0,1.370069945,1,1,2,1,0,2,4,0,1,1,2,13,1,5,3,4,1,4,1,1,1,1,,,,,,,,3,3,3,1,1,4,4,4,4,4,1,1,4,2,2,1,0,2,0,1,3,2,3,3,2,3,3,3,3,3,3,3,29,2,2
1092,27,0,3.566296968,3,4,5,3,0,5,1,1,1,1,2,20,2,6,3,,,,,,,,5,5,5,1,5,5,5,4,3,5,3,4,3,4,5,5,5,3,5,,1,3,0,1,2,1,1,3,3,3,1,2,5,5,5,5,4,5,5,40,3,3
1093,33,0,-2.273214717,3,4,4,1,0,20,4,0,1,1,2,19,5,7,4,,,,,,,,2,4,4,1,4,4,1,4,4,3,1,4,1,1,4,4,4,1,,1,5,4,1,0,2,0,1,3,3,3,3,3,1,3,3,3,3,3,5,30,2,2
1094,40,1,-2.273214717,1,2,0,5,0,2,4,0,1,2,2,7,5,8,4,,,,,,,,4,,,,,,,2,1,2,2,1,1,1,5,1,5,4,1,1,,1,1,0,1,0,1,5,2,3,3,3,1,3,1,5,4,5,3,31,2,1
1095,49,0,-0.348833675,1,1,2,1,0,1,2,1,4,1,2,17,1,5,2,,,,,,,,,,,,,,,3,1,3,1,3,1,1,3,3,3,1,3,1,5,10,0,0,2,0,1,1,4,3,3,3,3,3,3,2,3,3,3,29,2,2
1096,57,0,0.510618135,2,5,5,1,0,15,5,0,1,2,3,17,5,6,3,,,,,,,,4,4,4,3,4,4,4,4,4,4,3,2,1,4,4,3,4,3,4,1,2,2,0,0,2,,1,,4,4,4,4,5,3,5,3,3,2,1,34,2,2
1097,41.05263158,0,-3.827981392,2,3,0,6,0,4,2,2,1,1,7,21,1,7,4,,,,,,,,,,,,,,,2,1,3,2,1,1,1,4,4,3,2,2,1,5,3,0,0,2,1,1,5,3,4,2,2,2,4,2,4,3,3,4,30,2,2
1098,39,0,0.728609598,3,2,5,5,0,2,2,1,3,1,4,16,1,5,4,4,1,4,1,1,4,1,5,5,5,1,5,5,5,4,4,5,1,4,4,4,4,4,4,1,4,4,2,3,0,1,3,1,2,2,1,5,5,2,5,4,5,3,3,4,4,40,2,2
1099,34,0,2.92483662,1,2,5,5,0,4,5,0,1,1,2,8,1,6,4,,,,,,,,4,4,4,1,4,1,4,1,1,1,1,1,1,1,5,5,5,1,5,1,1,1,2,0,2,0,1,1,1,5,1,1,5,5,5,1,1,1,3,28,3,1
1100,25,0,5.121063643,4,5,5,3,0,15,5,0,1,1,2,20,2,8,5,,,,,,,,5,5,5,3,5,4,5,3,5,4,3,1,3,3,4,5,4,3,3,3,2,6,2,0,3,1,4,5,2,5,5,1,3,5,4,5,5,5,5,43,2,2
1101,32,1,2.011530292,4,5,2,1,0,100,2,3,1,1,2,18,5,7,3,,,,,,,,5,4,4,3,5,5,3,2,5,5,1,5,1,4,5,5,5,3,5,2,1,12,1,2,3,1,4,4,2,5,4,1,5,5,5,5,4,5,5,44,2,2
1102,32,0,-3.186521045,2,2,4,1,0,2,4,0,1,1,2,17,1,5,3,,,,,,,,,,,,,,,3,1,4,3,4,1,1,5,3,4,1,5,1,5,2,1,0,2,0,1,1,1,1,1,2,1,5,1,5,1,5,4,26,2,2
1103,26,0,-1.63175437,1,1,5,6,0,1,5,0,1,1,2,12,5,8,3,,,,,,,,5,5,5,1,5,,5,,,,,,,,5,4,3,,4,1,2,1,0,0,2,0,1,2,1,,,,,,,,,,,0,1,1
1104,29,0,2.229521755,3,4,5,6,0,10,5,0,1,2,2,17,1,7,3,,,,,,,,,,,,,,,3,4,5,3,2,1,4,4,4,5,1,3,1,5,3,1,0,2,1,1,4,2,3,1,2,1,5,4,3,2,5,5,31,2,2
1106,33,0,-0.348833675,3,3,0,3,0,15,5,0,1,1,2,19,5,7,5,,,,,,,,,,,,,,,4,5,5,3,5,1,4,5,5,4,3,5,5,2,7,1,0,3,1,4,4,5,4,3,2,4,3,5,3,3,4,5,36,3,2
1107,41,1,-2.273214717,3,3,0,1,0,6,5,0,1,1,4,14,5,7,2,,,,,,,,5,5,5,1,5,1,4,4,5,5,1,5,1,5,5,5,3,1,5,1,1,6,2,1,1,0,1,4,1,4,4,4,4,4,4,3,3,4,3,37,1,2
1108,29,0,2.92483662,2,5,5,6,0,10,5,0,1,2,2,10,5,8,4,,,,,,,,5,4,4,1,1,1,5,4,4,4,1,1,1,4,5,3,4,3,1,1,2,2,0,0,2,1,2,2,1,5,1,1,5,3,4,4,3,3,5,34,2,2
1109,26,0,2.92483662,1,5,1,1,0,10,4,0,1,1,3,13,1,5,4,5,1,5,1,1,1,5,5,1,5,1,1,1,5,4,1,3,1,3,1,1,5,1,5,1,1,1,1,1,0,0,2,0,1,1,1,3,1,2,3,5,3,5,3,5,3,33,2,2
1110,41,0,-3.827981392,1,3,5,2,0,3,4,0,1,1,1,14,2,5,4,2,1,5,2,1,1,1,3,1,5,1,4,1,4,2,1,4,1,1,1,4,5,3,1,1,1,1,2,1,0,0,2,0,2,3,1,2,3,3,3,3,3,3,3,3,2.888888889,28.88888889,2,2
1111,27,0,2.06538481,2,3,0,6,0,8,4,0,1,2,1,15,5,8,4,,,,,,,,4,5,4,3,1,1,1,2,3,3,3,1,1,1,5,4,4,3,1,1,5,5,1,0,2,1,2,5,3,3,1,1,1,3,1,5,3,5,3,26,2,2
1112,38,0,-0.990294023,5,5,4,6,0,6,3,1,1,1,5,13,1,6,5,2,1,4,1,4,1,5,5,1,4,1,4,1,5,3,1,2,1,3,1,4,5,3,3,1,5,1,1,6,1,1,2,1,2,5,1,2,2,1,3,3,3,3,2,2,4,25,2,2
1113,56,1,-0.990294023,2,2,0,1,0,2,5,0,2,1,1,8,5,8,2,,,,,,,,,,,,,,,3,4,4,1,3,,1,3,1,5,1,1,1,5,3,2,1,1,0,1,2,3,1,3,4,3,3,2,2,3,2,3,26,1,1
1114,52,1,-2.055223254,3,5,0,1,1,25,4,0,4,2,7,13,6,5,1,2,1,4,1,4,3,4,5,4,5,1,5,5,5,1,1,1,1,1,1,1,5,1,5,1,5,4,1,5,0,0,1,0,1,7,3,3,4,2,5,3,5,3,3,3,4,35,2,2
1115,41,0,-2.968529582,2,2,5,1,1,2,3,1,1,1,2,20,2,5,3,2,1,4,1,1,1,1,,,,,,,,2,1,1,1,1,1,1,5,5,5,1,5,5,1,2,0,0,2,0,1,1,4,1,2,2,1,2,3,2,2,2,3,20,1,1
1116,30,1,0.510618135,3,3,5,6,0,10,5,0,1,2,2,8,5,8,2,,,,,,,,3,4,4,3,3,4,4,3,4,4,2,4,1,2,5,4,5,2,2,1,4,5,1,1,1,0,1,4,1,4,4,2,4,5,1,5,4,5,4,38,2,2
1117,37,0,2.011530292,,2,5,5,1,3,5,0,4,2,8,12,7,6,3,,,,,,,,5,1,5,1,4,2,3,5,1,5,1,1,1,5,2,1,4,1,1,1,5,0,1,0,2,0,1,2,2,5,1,1,5,5,2,4,3,3,4,33,1,2
1118,39,0,-2.273214717,3,2,5,6,1,3,5,0,4,2,2,9,5,7,3,3,1,4,2,1,1,1,5,1,5,3,5,1,1,3,1,3,1,3,1,1,1,1,4,1,3,1,5,5,0,0,1,0,1,2,1,3,2,3,2,2,2,5,3,2,2,26,2,2
1119,34,0,1.370069945,3,3,5,6,0,4,5,0,1,2,2,16,7,8,4,,,,,,,,4,4,5,1,1,1,1,4,1,4,1,1,1,1,3,1,3,2,1,1,5,5,1,0,2,0,1,2,1,1,1,5,1,5,1,5,1,5,1,26,2,2
1120,47,1,0.292626672,3,4,0,5,0,6,4,0,1,2,2,11,2,7,3,,,,,,,,4,3,4,2,3,4,3,4,2,4,3,3,2,4,5,5,5,3,5,5,1,4,2,1,1,0,1,3,1,2,1,5,1,2,4,3,1,1,1,21,1,1
1121,30,0,2.283376273,1,3,4,6,0,6,5,0,1,1,2,20,5,8,5,,,,,,,,5,5,5,1,5,5,1,,,,,,,,4,5,3,1,4,1,3,1,1,1,1,1,1,1,1,5,3,3,4,5,4,3,5,2,3,37,2,2
1122,42,0,-2.273214717,1,1,0,3,0,1,4,0,3,2,2,17,5,6,3,1,1,3,1,1,1,1,2,1,3,1,3,1,1,5,1,5,1,1,5,1,3,1,1,1,1,1,5,1,0,0,2,0,1,1,4,3,3,3,3,3,3,3,3,3,3,30,2,2
1123,40,0,,5,6,0,6,1,7,2,4,2,2,1,4,1,5,4,2,1,5,3,5,1,5,5,1,5,4,5,1,1,4,1,5,4,5,1,1,5,5,5,1,5,1,1,3,0,0,3,1,1,1,3,,,,,,,,,,,0,,
1124,26,0,-0.348833675,3,2,5,1,0,3,5,0,1,2,2,21,5,6,3,,,,,,,,,,,,,,,5,5,4,4,1,1,1,5,3,4,3,1,1,5,10,1,0,2,0,1,3,1,3,3,3,3,3,3,3,3,3,3,30,3,2
1125,45,0,3.142828083,3,2,3,1,0,10,5,0,1,2,2,17,1,5,4,,,,,,,,3,2,4,1,5,4,5,2,4,4,1,1,1,1,5,1,4,1,5,1,1,12,0,0,3,1,1,5,1,4,3,4,3,5,4,5,3,5,5,41,2,2
1126,55,0,-3.827981392,3,4,0,1,0,5,4,0,1,1,6,9,1,5,4,4,1,5,1,5,1,4,3,1,5,1,5,5,5,4,1,4,1,4,4,3,4,1,4,1,4,1,2,3,1,1,1,0,1,2,4,3,1,2,1,2,4,3,1,2,3,22,2,2
1127,38,0,2.92483662,1,2,2,2,0,12,4,0,1,2,1,13,1,5,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,3,4,2,5,5,1,3,2,0,2,0,1,3,3,5,5,1,5,4,5,4,3,3,3,38,2,2
1128,31,0,3.78428843,4,5,5,5,0,14,4,0,1,1,2,12,5,7,3,,,,,,,,3,5,4,1,4,1,5,3,4,3,1,3,1,4,4,5,3,1,1,1,3,10,0,0,2,0,3,7,1,5,3,3,4,5,4,4,4,5,1,38,2,2
1129,45,0,-0.348833675,2,3,3,6,0,5,5,0,1,2,2,13,5,6,2,3,4,5,2,5,4,1,5,3,5,2,5,4,5,,,,,,,,4,3,3,2,4,1,1,2,0,1,1,1,1,3,2,3,1,2,4,2,4,2,3,3,4,28,2,2
1130,35,0,0.08714925,3,3,1,5,0,6,5,0,1,2,1,15,5,7,3,,,,,,,,5,5,5,1,5,5,1,5,5,5,1,5,5,1,5,5,5,1,5,1,5,6,2,1,2,1,1,1,4,1,1,5,1,5,1,5,1,5,1,26,2,2
1131,56,0,2.011530292,1,3,5,3,0,4,3,1,1,1,2,19,5,7,3,,,,,,,,3,4,5,2,5,4,3,3,3,4,2,3,1,1,5,5,5,3,5,2,3,1,0,0,2,1,1,7,1,1,1,1,1,3,4,3,2,4,5,25,2,2
1132,22,0,-3.186521045,5,3,5,5,0,5,4,0,2,1,4,18,1,6,4,5,1,3,3,2,1,1,5,2,3,2,5,1,5,5,1,3,1,5,1,1,5,3,4,1,5,1,5,5,0,0,1,1,1,3,1,1,1,1,2,5,1,5,1,5,1,23,2,2
1133,50,0,-1.63175437,1,2,2,2,0,4,4,0,1,2,2,17,1,8,4,,,,,,,,5,2,5,2,5,1,3,4,3,5,3,5,4,1,5,4,5,1,5,1,5,3,0,1,2,1,1,2,2,,,,,,,,,,,0,2,2
1134,47,0,-0.348833675,,3,5,6,0,3,1,2,1,1,2,16,5,7,5,,,,,,,,4,1,4,1,4,1,1,3,1,4,1,1,1,1,4,1,1,1,1,1,5,0,2,0,2,1,1,4,1,3,1,2,1,5,1,5,1,5,1,25,2,2
1135,31,0,-0.348833675,2,4,0,2,0,5,1,1,2,1,2,16,1,6,3,,,,,,,,5,1,5,1,5,1,2,5,1,5,1,5,1,1,5,2,5,1,5,1,2,2,2,0,3,0,1,3,3,3,3,3,3,3,3,5,2,4,3,32,3,2
1136,21,0,3.402160023,6,1,4,6,0,5,5,0,1,1,3,17,1,5,5,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,0,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,30,3,3
1137,24,0,1.588061408,4,2,0,1,0,2,5,0,1,2,3,10,2,5,4,5,1,5,1,1,1,1,5,1,5,1,5,1,3,5,1,5,1,5,1,1,4,1,4,1,4,1,5,4,0,1,2,0,1,3,2,1,1,3,1,2,1,5,1,5,5,25,2,2
1138,29,0,2.706845157,2,3,5,6,0,5,5,0,1,1,2,13,5,8,5,,,,,,,,5,4,5,3,4,1,5,4,4,4,3,4,1,5,5,4,4,3,4,4,1,2,2,1,2,1,1,4,1,5,3,4,4,4,5,5,3,3,3,39,2,2
1139,31,0,1.152078482,3,3,4,1,1,6,3,4,1,2,2,13,5,7,4,,,,,,,,5,5,5,1,5,5,4,2,,3,1,4,1,1,5,5,5,1,5,4,1,6,2,0,3,1,3,5,1,4,4,5,1,5,4,5,5,3,5,41,2,2
1140,64,0,-3.827981392,1,1,5,3,0,5,5,0,1,1,2,14,5,7,2,,,,,,,,5,5,5,1,5,5,5,3,3,3,2,1,1,2,5,1,5,1,1,1,5,1,2,0,1,0,1,2,2,3,3,4,4,3,5,3,3,3,3,34,1,2
1141,32,0,2.92483662,4,3,5,6,1,6,5,0,1,2,2,7,5,8,4,,,,,,,,3,5,4,3,1,1,1,4,4,5,4,1,1,1,4,4,4,3,1,1,5,6,2,0,2,1,1,3,2,4,4,2,1,2,2,2,3,4,3,27,2,2
